,Jobs,Application Links,Location,Post Date,Closed Date,Status
136,"Psychologist (PCMHI)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589786300,"Colorado Springs, Colorado Colorado Springs, Colorado",01/19/2021,02/08/2021,OPEN
137,Investigative Program Specialist (Field Officer)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/587897100,"Location Negotiable After Selection, United States",01/15/2021,01/29/2021,OPEN
138,Student Trainee (Chemistry)-Food Safety and Inspection Service,https://www.usajobs.gov/GetJob/ViewDetails/589051700,"Albany, California Albany, California",01/11/2021,01/25/2021,OPEN
139,General Attorney-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589127100,"Washington, District of Columbia Washington, District of Columbia",01/12/2021,02/01/2021,OPEN
140,Supervisory Management and Program Analyst-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589137200,"Indianapolis, Indiana Indianapolis, Indiana",01/19/2021,01/25/2021,OPEN
141,"General Engineer-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589203100,"Seattle, Washington Seattle, Washington",01/12/2021,01/25/2021,OPEN
142,General Attorney-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589340100,"Seattle, Washington Seattle, Washington",01/14/2021,02/10/2021,OPEN
143,Mission Support Specialist-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589356100,"Indianapolis, Indiana Indianapolis, Indiana",01/14/2021,01/27/2021,OPEN
144,Power System Dispatcher-Department of Energy,https://www.usajobs.gov/GetJob/ViewDetails/589411200,"Watertown, South Dakota Watertown, South Dakota",01/14/2021,01/27/2021,OPEN
145,Power System Dispatcher-Department of Energy,https://www.usajobs.gov/GetJob/ViewDetails/589411300,"Watertown, South Dakota Watertown, South Dakota",01/14/2021,01/27/2021,OPEN
146,Supervisory Sector Enforcement Specialist-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589439700,"Orlando, Florida Orlando, Florida",01/19/2021,01/25/2021,OPEN
147,General Attorney-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589450200,"Miami, Florida Miami, Florida",01/14/2021,01/28/2021,OPEN
148,Computer Engineer-Internal Revenue Service,https://www.usajobs.gov/GetJob/ViewDetails/589587200,"IRS Nationwide Locations, United States",01/15/2021,01/29/2021,OPEN
149,MISSION SUPPORT ASSISTANT-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589597000,"Calexico, California Calexico, California",01/22/2021,01/28/2021,OPEN
150,Interdisciplinary Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589861900,"Portland, Oregon Portland, Oregon",01/21/2021,01/29/2021,OPEN
151,Special Assistant-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589887200,"Washington, District of Columbia Washington, District of Columbia",01/21/2021,01/27/2021,OPEN
152,Management & Program Analyst-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/590047900,"Indianapolis, Indiana Indianapolis, Indiana",01/22/2021,01/28/2021,OPEN
153,Biological Science Technician (Wildlife - Avian)-National Park Service,https://www.usajobs.gov/GetJob/ViewDetails/589925200,"Empire, Michigan Empire, Michigan",01/21/2021,01/27/2021,OPEN
154,Civil Engineer - Geotechnical - DIRECT HIRE-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/570235600,Multiple Locations,06/08/2020,03/31/2021,OPEN
155,CLIENT REPRESENTATIVE-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/586188600,"Alexandria, Virginia Alexandria, Virginia",01/15/2021,01/29/2021,OPEN
156,Work/Life Consultant-Air Mobility Command,https://www.usajobs.gov/GetJob/ViewDetails/587791500,Multiple Locations,12/22/2020,09/30/2021,OPEN
157,Program Analyst (Data Scientist)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589166800,"Washington, District of Columbia Washington, District of Columbia",01/15/2021,01/29/2021,OPEN
158,Management and Program Analyst-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589361900,"Washington, District of Columbia Washington, District of Columbia",01/20/2021,01/26/2021,OPEN
159,PATHWAYS STUDENT TRAINEE (AUDITING)-Defense Contract Audit Agency,https://www.usajobs.gov/GetJob/ViewDetails/589412700,Multiple Locations,01/14/2021,01/25/2021,OPEN
160,SUPERVISORY MISSION SUPPORT SPECIALIST-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589560300,Multiple Locations,01/19/2021,01/25/2021,OPEN
161,Quality Assurance Engineer-Defense Contract Management Agency,https://www.usajobs.gov/GetJob/ViewDetails/589901900,"Ocala, Florida Ocala, Florida",01/22/2021,02/08/2021,OPEN
162,Operations Research Analyst-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589994200,"Washington, District of Columbia Washington, District of Columbia",01/22/2021,01/28/2021,OPEN
163,Supervisory Border Patrol Agent (CDI)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/584552100,"Artesia, New Mexico Artesia, New Mexico",11/16/2020,02/16/2021,OPEN
164,Mechanical Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/587402300,"San Diego, California San Diego, California",12/18/2020,02/18/2021,OPEN
165,Electrical Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/587402800,"San Diego, California San Diego, California",12/18/2020,02/18/2021,OPEN
166,Civil Engineer (Structural)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/587402900,"San Diego, California San Diego, California",12/18/2020,02/18/2021,OPEN
167,Lead Electrical Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/587688100,"Baltimore, Maryland Baltimore, Maryland",01/04/2021,01/25/2021,OPEN
168,Electronics Engineer-National Telecommunications and Information Administration,https://www.usajobs.gov/GetJob/ViewDetails/587703800,"Washington, District of Columbia Washington, District of Columbia",01/11/2021,01/25/2021,OPEN
169,Electrical Engineer - DIRECT HIRE-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/588817700,"Sacramento, California Sacramento, California",01/12/2021,01/26/2021,OPEN
170,Civil Engineer-Defense Threat Reduction Agency,https://www.usajobs.gov/GetJob/ViewDetails/589023400,"Kirtland AFB, New Mexico Kirtland AFB, New Mexico",01/11/2021,01/25/2021,OPEN
171,Electrical Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589029700,"Savannah, Georgia Savannah, Georgia",01/11/2021,01/24/2021,OPEN
172,Student Trainee (Technical Information)-Food Safety and Inspection Service,https://www.usajobs.gov/GetJob/ViewDetails/589049100,"Washington, District of Columbia Washington, District of Columbia",01/11/2021,01/25/2021,OPEN
173,GENERAL ENGINEER-U.S. Army Medical Command,https://www.usajobs.gov/GetJob/ViewDetails/589206800,"Fort Carson, Colorado Fort Carson, Colorado",01/13/2021,01/27/2021,OPEN
174,Computer Engineer-Defense Contract Management Agency,https://www.usajobs.gov/GetJob/ViewDetails/589378500,"Tucson, Arizona Tucson, Arizona",01/13/2021,01/27/2021,OPEN
175,TEAM LEAD TEST ENGINEER-U.S. Army Test and Evaluation Command,https://www.usajobs.gov/GetJob/ViewDetails/589501200,"Yuma Proving Ground, Arizona Yuma Proving Ground, Arizona",01/14/2021,02/01/2021,OPEN
176,Electrical Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/589551000,"Fort Belvoir, Virginia Fort Belvoir, Virginia",01/15/2021,01/25/2021,OPEN
177,Test and Evaluation Engineer-Defense Threat Reduction Agency,https://www.usajobs.gov/GetJob/ViewDetails/589579800,"Arlington, Virginia Arlington, Virginia",01/15/2021,01/28/2021,OPEN
178,"General Engineer, GS-0801-13-U.S. Coast Guard",https://www.usajobs.gov/GetJob/ViewDetails/589586000,"Washington, District of Columbia Washington, District of Columbia",01/15/2021,01/25/2021,OPEN
179,Physical Scientist (Technical Advisor)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589634700,"Houston, Texas Houston, Texas",01/19/2021,02/02/2021,OPEN
180,Mining Engineer-Forest Service,https://www.usajobs.gov/GetJob/ViewDetails/589708400,"Location Negotiable After Selection, United States",01/20/2021,01/26/2021,OPEN
181,"Staff Psychologist Health Behavior Coordinator-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589733600,"Palo Alto, California Palo Alto, California",01/20/2021,02/10/2021,OPEN
182,Interdisciplinary Engineer (Flood Risk Management Inspection)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589792400,"Sacramento, California Sacramento, California",01/20/2021,02/03/2021,OPEN
183,Computer Engineer-Defense Contract Management Agency,https://www.usajobs.gov/GetJob/ViewDetails/589809300,"Sunnyvale, California Sunnyvale, California",01/20/2021,02/02/2021,OPEN
184,Computer Engineer-Defense Contract Management Agency,https://www.usajobs.gov/GetJob/ViewDetails/589810000,"Sunnyvale, California Sunnyvale, California",01/20/2021,02/03/2021,OPEN
185,Environmental Engineer-U.S. Army Medical Command,https://www.usajobs.gov/GetJob/ViewDetails/589813800,"Landstuhl, Germany Landstuhl, Germany",01/21/2021,02/03/2021,OPEN
186,Congressional Liaison Specialist-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589878800,"Washington, District of Columbia Washington, District of Columbia",01/21/2021,01/26/2021,OPEN
187,General Engineer-Army Tank-Automotive and Armament Command (TACOM),https://www.usajobs.gov/GetJob/ViewDetails/590028600,"Herlong Sierra Ordnance Depot, California Herlong Sierra Ordnance Depot, California",01/22/2021,02/05/2021,OPEN
188,"Psychologist-Telemental Health Program Coordinator-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590054400,Multiple Locations,01/22/2021,02/11/2021,OPEN
189,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590099500,Multiple Locations,01/22/2021,02/22/2021,OPEN
190,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590101000,Multiple Locations,01/22/2021,02/22/2021,OPEN
191,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590106600,Multiple Locations,01/22/2021,02/22/2021,OPEN
192,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590130600,Multiple Locations,01/22/2021,02/22/2021,OPEN
193,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590132100,Multiple Locations,01/22/2021,02/22/2021,OPEN
194,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590133700,Multiple Locations,01/22/2021,02/22/2021,OPEN
195,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590163900,Multiple Locations,01/22/2021,02/22/2021,OPEN
196,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590167600,Multiple Locations,01/22/2021,02/22/2021,OPEN
197,"Program Analyst (Space Operations)-Headquarters, Air Force Space Command",https://www.usajobs.gov/GetJob/ViewDetails/588247400,Multiple Locations,12/28/2020,09/30/2021,OPEN
198,COMPUTER ENGINEER-US ARMY HUMAN RESOURCES COMMAND (DRU),https://www.usajobs.gov/GetJob/ViewDetails/564157000,"Fort Knox, Kentucky Fort Knox, Kentucky",03/30/2020,03/29/2021,OPEN
199,Civil Engineer - Geotechnical - DIRECT HIRE-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/570234000,Multiple Locations,06/08/2020,03/31/2021,OPEN
200,"Psychologist (Behavioral Recovery Outreach Team)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/580257800,"Des Moines, Iowa Des Moines, Iowa",09/29/2020,08/31/2021,OPEN
201,Civil Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/580876600,"Fort Bragg, North Carolina Fort Bragg, North Carolina",10/07/2020,03/31/2021,OPEN
202,Supervisory CBP Officer (CDI)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/584546200,"Glynco, Georgia Glynco, Georgia",11/16/2020,02/16/2021,OPEN
203,Clinical Laboratory Scientist-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/585200000,"Whiteriver, Arizona Whiteriver, Arizona",01/15/2021,02/05/2021,OPEN
204,Supervisory Electrical Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/586004400,"Savannah, Georgia Savannah, Georgia",12/02/2020,02/02/2021,OPEN
205,"Electrical Engineer, GS-0850-11/12-U.S. Coast Guard",https://www.usajobs.gov/GetJob/ViewDetails/586088800,"Oakland, California Oakland, California",12/03/2020,02/04/2021,OPEN
206,"Electrical Engineer, GS-0850-11/12-U.S. Coast Guard",https://www.usajobs.gov/GetJob/ViewDetails/586089200,"Oakland, California Oakland, California",12/03/2020,02/04/2021,OPEN
207,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/587047300,Multiple Locations,12/15/2020,09/30/2021,OPEN
208,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/587683700,Multiple Locations,12/21/2020,03/16/2021,OPEN
209,Civil Engineer (Structural)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/588425900,"Baltimore, Maryland Baltimore, Maryland",01/04/2021,02/03/2021,OPEN
210,Supervisory Biomedical Engineer-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/588449600,"Phoenix, Arizona Phoenix, Arizona",01/04/2021,01/25/2021,OPEN
211,"Social Worker-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588488500,"Roseburg, Oregon Roseburg, Oregon",01/04/2021,01/28/2021,OPEN
212,Electrical Engineer - DIRECT HIRE-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/588621500,"Sacramento, California Sacramento, California",01/08/2021,01/25/2021,OPEN
213,Facilities Engineer-National Geospatial-Intelligence Agency,https://www.usajobs.gov/GetJob/ViewDetails/588632700,"Saint Louis, Missouri Saint Louis, Missouri",01/11/2021,02/05/2021,OPEN
214,Mechanical Engineer-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/588901800,"Picatinny Arsenal, New Jersey Picatinny Arsenal, New Jersey",01/08/2021,01/25/2021,OPEN
215,Mining Engineer (Roof Control)-Mine Safety and Health Administration,https://www.usajobs.gov/GetJob/ViewDetails/588974900,"Denver, Colorado Denver, Colorado",01/09/2021,01/25/2021,OPEN
216,MISSION SUPPORT SPECIALIST (PERSONNEL)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/588992400,"Laredo, Texas Laredo, Texas",01/19/2021,01/25/2021,OPEN
217,"Mechanical Engineer, GS-0830-12-U.S. Coast Guard",https://www.usajobs.gov/GetJob/ViewDetails/589336300,"Alameda, California Alameda, California",01/13/2021,01/26/2021,OPEN
218,"Mechanical Engineer, GS-0830-13-U.S. Coast Guard",https://www.usajobs.gov/GetJob/ViewDetails/589345900,"Alameda, California Alameda, California",01/15/2021,01/28/2021,OPEN
219,MISSION SUPPORT SPECIALIST (GENERALIST)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589361600,"El Paso, Texas El Paso, Texas",01/19/2021,01/25/2021,OPEN
220,Environmental Engineer-Forest Service,https://www.usajobs.gov/GetJob/ViewDetails/589374900,Multiple Locations,01/14/2021,01/25/2021,OPEN
221,Civil Engineer (Structural)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589411700,"Huntington, West Virginia Huntington, West Virginia",01/14/2021,01/25/2021,OPEN
222,Mining Engineer (Impoundments)-Mine Safety and Health Administration,https://www.usajobs.gov/GetJob/ViewDetails/589480300,"Denver, Colorado Denver, Colorado",01/15/2021,01/29/2021,OPEN
223,General Engineer-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/589526300,"Redstone Arsenal, Alabama Redstone Arsenal, Alabama",01/20/2021,01/30/2021,OPEN
224,"Electronics Engineer, GS-0855-13 (MAP)-National Oceanic and Atmospheric Administration",https://www.usajobs.gov/GetJob/ViewDetails/589623900,"Norman, Oklahoma Norman, Oklahoma",01/19/2021,02/02/2021,OPEN
225,"Electronics Engineer, GS-0855-13 (DE/CR)-National Oceanic and Atmospheric Administration",https://www.usajobs.gov/GetJob/ViewDetails/589624100,"Norman, Oklahoma Norman, Oklahoma",01/19/2021,02/02/2021,OPEN
226,Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589644400,"Galveston, Texas Galveston, Texas",01/16/2021,01/28/2021,OPEN
227,Information Technology Specialist (Application Software)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589684100,"Washington, District of Columbia Washington, District of Columbia",01/19/2021,01/25/2021,OPEN
228,Supervisory General Engineer-Defense Logistics Agency,https://www.usajobs.gov/GetJob/ViewDetails/589684500,"New Cumberland Defense Logistics Center, Pennsylvania New Cumberland Defense Logistics Center, Pennsylvania",01/19/2021,01/29/2021,OPEN
229,Mining Engineer-Forest Service,https://www.usajobs.gov/GetJob/ViewDetails/589748500,"Location Negotiable After Selection, United States",01/20/2021,01/26/2021,OPEN
230,Civil Engineer-Economic Development Administration,https://www.usajobs.gov/GetJob/ViewDetails/589758500,"Philadelphia, Pennsylvania Philadelphia, Pennsylvania",01/21/2021,01/27/2021,OPEN
231,Interdisciplinary (Flood Risk Management Inspection)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589792900,"Sacramento, California Sacramento, California",01/20/2021,02/03/2021,OPEN
232,MISSION SUPPORT SPECIALIST (GENERALIST)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589968800,Multiple Locations,01/22/2021,01/28/2021,OPEN
233,INTERDISCIPLINARY-U.S. Army Test and Evaluation Command,https://www.usajobs.gov/GetJob/ViewDetails/590149800,"Aberdeen Proving Ground, Maryland Aberdeen Proving Ground, Maryland",01/22/2021,01/29/2021,OPEN
234,General Engineer (Inspector) - Direct Hire-Pipeline and Hazardous Materials Safety Administration,https://www.usajobs.gov/GetJob/ViewDetails/561823400,Multiple Locations,03/05/2020,03/04/2021,OPEN
235,COMPUTER ENGINEER-US ARMY HUMAN RESOURCES COMMAND (DRU),https://www.usajobs.gov/GetJob/ViewDetails/563190500,"Fort Knox, Kentucky Fort Knox, Kentucky",03/18/2020,03/15/2021,OPEN
236,Civil Engineer (Highway - Project Manager) DIRECT HIRE-Federal Highway Administration,https://www.usajobs.gov/GetJob/ViewDetails/577947900,"Lakewood, Colorado Lakewood, Colorado",09/03/2020,03/03/2021,OPEN
237,Civil Engineer (Hydraulics)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/578511100,"New Orleans, Louisiana New Orleans, Louisiana",09/11/2020,09/10/2021,OPEN
238,Electrical Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/579672800,Multiple Locations,09/25/2020,03/25/2021,OPEN
239,Supervisory Border Patrol Agent (CDI)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/586150400,"El Paso, Texas El Paso, Texas",12/04/2020,03/04/2021,OPEN
240,CIVIL ENGINEER (STRUCTURAL)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/586418600,"Walla Walla, Washington Walla Walla, Washington",12/09/2020,02/02/2021,OPEN
241,Supervisory Interdisciplinary - DIRECT HIRE-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/587484800,"Sacramento, California Sacramento, California",12/18/2020,01/28/2021,OPEN
242,Electronics Engineer-National Telecommunications and Information Administration,https://www.usajobs.gov/GetJob/ViewDetails/587705000,"Washington, District of Columbia Washington, District of Columbia",01/11/2021,01/25/2021,OPEN
243,Supervisory Biomedical Engineer-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/588445700,"Phoenix, Arizona Phoenix, Arizona",01/04/2021,01/25/2021,OPEN
244,Supervisory Border Patrol Agent (BORTAC)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/588533600,"Imperial, California Imperial, California",01/11/2021,01/25/2021,OPEN
245,Supervisory Border Patrol Agent (Assistant Chief Patrol Agent)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/588956400,"El Paso, Texas El Paso, Texas",01/19/2021,01/25/2021,OPEN
246,Electrical Engineer-Bonneville Power Administration,https://www.usajobs.gov/GetJob/ViewDetails/589067000,Multiple Locations,01/11/2021,01/25/2021,OPEN
247,"Psychologist - Acute Psychiatric Unit Program Manager-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589134600,"Roseburg, Oregon Roseburg, Oregon",01/11/2021,01/25/2021,OPEN
248,Supervisory Border Patrol Agent (PAIC - Intelligence)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589263500,"Marfa, Texas Marfa, Texas",01/20/2021,02/02/2021,OPEN
249,Mechanical Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589276500,"Savannah, Georgia Savannah, Georgia",01/13/2021,01/26/2021,OPEN
250,SUPERVISORY GENERAL ENGINEER (CATEGORY II)-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/589278800,"Warren, Michigan Warren, Michigan",01/22/2021,01/28/2021,OPEN
251,"Chief Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589279900,"Syracuse, New York Syracuse, New York",01/13/2021,01/27/2021,OPEN
252,SUPERVISORY BORDER PATROL AGENT (SOS)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589469800,"Sonoita, Arizona Sonoita, Arizona",01/20/2021,01/26/2021,OPEN
253,Human Resources Specialist-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589564600,"Washington, District of Columbia Washington, District of Columbia",01/19/2021,01/25/2021,OPEN
254,Environmental Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/589565900,"Fort Polk, Louisiana Fort Polk, Louisiana",01/18/2021,01/26/2021,OPEN
255,"Associate Chief of Staff Research-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589590000,Multiple Locations,01/15/2021,02/12/2021,OPEN
256,"Associate Chief of Staff Research-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589590300,Multiple Locations,01/15/2021,02/12/2021,OPEN
257,SUPERVISORY BORDER PATROL AGENT (DPAIC)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589592900,Multiple Locations,01/20/2021,01/26/2021,OPEN
258,General Engineer-Immediate Office of the Commander-in-Chief of the U.S. Army,https://www.usajobs.gov/GetJob/ViewDetails/589602700,"Wiesbaden, Germany Wiesbaden, Germany",01/20/2021,02/01/2021,OPEN
259,General Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/589668600,"Schofield Barracks, Hawaii Schofield Barracks, Hawaii",01/20/2021,01/29/2021,OPEN
260,Research Agricultural Engineer-Agricultural Research Service,https://www.usajobs.gov/GetJob/ViewDetails/589824100,"Stoneville, Mississippi Stoneville, Mississippi",01/20/2021,02/19/2021,OPEN
261,Senior Scientific Technical Manager (SSTM)-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/589830100,"Picatinny Arsenal, New Jersey Picatinny Arsenal, New Jersey",01/21/2021,02/11/2021,OPEN
262,Interdisciplinary Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589860700,"Portland, Oregon Portland, Oregon",01/21/2021,01/29/2021,OPEN
263,Senior Scientific Technical Manager (SSTM)-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/589862400,"Picatinny Arsenal, New Jersey Picatinny Arsenal, New Jersey",01/21/2021,02/11/2021,OPEN
264,Deputy State Conservationist (Not to Exceed 2 Years)-Natural Resources Conservation Service,https://www.usajobs.gov/GetJob/ViewDetails/589886300,Multiple Locations,01/20/2021,02/03/2021,OPEN
265,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589891100,"Green Bay, Wisconsin Green Bay, Wisconsin",01/21/2021,02/10/2021,OPEN
266,Supervisory Chemical Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/589908300,"Fort Detrick, Maryland Fort Detrick, Maryland",01/22/2021,01/28/2021,OPEN
267,Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589920700,"Wiesbaden, Germany Wiesbaden, Germany",01/21/2021,02/04/2021,OPEN
268,Senior Scientific Technical Manager (SSTM)-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/589922700,"Picatinny Arsenal, New Jersey Picatinny Arsenal, New Jersey",01/21/2021,02/11/2021,OPEN
269,Supervisory Border Patrol Agent (Special Operations Supervisor)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/590008100,"Artesia, New Mexico Artesia, New Mexico",01/22/2021,02/01/2021,OPEN
270,Environmental Engineer-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/590056400,"Saint Michaels, Arizona Saint Michaels, Arizona",01/22/2021,02/11/2021,OPEN
271,Lead Interdisciplinary-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/590074900,"Philadelphia, Pennsylvania Philadelphia, Pennsylvania",01/22/2021,01/28/2021,OPEN
272,"Mechanical Engineer, GS-0830-13-Bureau of Reclamation",https://www.usajobs.gov/GetJob/ViewDetails/590137900,"Lakewood, Colorado Lakewood, Colorado",01/22/2021,01/28/2021,OPEN
273,Civil Engineer-Bureau of Reclamation,https://www.usajobs.gov/GetJob/ViewDetails/590189400,"Durango, Colorado Durango, Colorado",01/22/2021,02/05/2021,OPEN
274,COMPUTER ENGINEER-US ARMY HUMAN RESOURCES COMMAND (DRU),https://www.usajobs.gov/GetJob/ViewDetails/564156800,"Fort Knox, Kentucky Fort Knox, Kentucky",03/30/2020,03/29/2021,OPEN
275,Mechanical Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/577151600,Multiple Locations,08/27/2020,02/27/2021,OPEN
276,Mechanical Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/583698900,"Fort Lee, Virginia Fort Lee, Virginia",11/05/2020,11/04/2021,OPEN
277,"Psychologist (Home Based Primary Care)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/584139600,Multiple Locations,11/10/2020,09/30/2021,OPEN
278,Clinical Laboratory Scientist-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/585199800,"Whiteriver, Arizona Whiteriver, Arizona",01/15/2021,02/05/2021,OPEN
279,General Engineer-Agricultural Research Service,https://www.usajobs.gov/GetJob/ViewDetails/587969700,"Beltsville, Maryland Beltsville, Maryland",12/28/2020,03/31/2021,OPEN
280,Civil Engineer (Office)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/588424600,Multiple Locations,01/05/2021,07/05/2021,OPEN
281,Civil Engineer (Hydrologic)-Bureau of Reclamation,https://www.usajobs.gov/GetJob/ViewDetails/588881900,"Boise, Idaho Boise, Idaho",01/07/2021,02/04/2021,OPEN
